id_cust,status_cust,jml_anggota_keluarga,usia,jml_purchases,recency,jml_kunjungan_web,tingkat_pendidikan,response,pendapatan,jml_spendings,jml_anak,complain,tanggal_join,jml_campaigns
10102,Single,1,51.0,27,19,3,Graduate,0,Rp 479676000,1478,0,0,2014-12-05,0
4697,Single,1,68.0,23,62,8,Postgraduate,0,Rp 212496000,390,0,0,2013-06-13,0
9262,Taken,2,33.0,6,11,7,Undergraduate,0,Rp 194484000,52,0,0,2013-04-07,2
7254,Taken,3,48.0,13,74,7,Graduate,0,Rp 230166000,137,1,0,2013-12-27,0
4543,Taken,2,37.0,21,32,4,Graduate,0,Rp 494982000,1919,0,0,2012-10-31,1
4927,Taken,4,46.0,12,76,9,Graduate,0,Rp 99756000,68,2,0,2014-01-15,0
10451,Taken,4,52.0,4,6,6,Graduate,0,Rp 178032000,25,2,0,2013-12-03,0
2926,Taken,3,65.0,26,62,8,Postgraduate,0,Rp 335706000,1374,1,0,2012-08-23,2
2874,Single,2,29.0,6,20,7,Undergraduate,0,Rp 212328000,32,1,0,2013-07-03,0
9738,Taken,3,31.0,10,43,8,Postgraduate,0,Rp 254316000,100,1,0,2013-01-13,0
7119,Single,1,35.0,14,45,1,Graduate,0,Rp 411762000,825,0,0,2013-12-01,0
3924,Single,2,52.0,36,34,5,Postgraduate,0,Rp 347472000,916,1,0,2014-03-17,1
5827,Single,3,59.0,14,53,5,Graduate,0,Rp 211476000,62,2,0,2014-04-16,0
5596,Taken,3,61.0,30,44,6,Undergraduate,0,Rp 352926000,728,1,0,2013-12-10,0
10812,Taken,3,39.0,9,89,4,Postgraduate,0,Rp 278262000,90,1,0,2014-01-03,0
1717,Single,2,29.0,18,43,8,Graduate,0,Rp 238482000,273,1,0,2014-04-13,0
9491,Taken,3,33.0,13,68,7,Graduate,0,Rp 143856000,66,1,0,2013-12-27,0
9274,Taken,2,56.0,29,44,2,Postgraduate,0,Rp 485700000,1213,0,0,2013-03-28,0
6609,Single,1,51.0,10,64,9,Graduate,1,Rp 162228000,107,0,0,2012-09-18,0
6963,Single,1,70.0,20,85,1,Graduate,0,Rp 464742000,1157,0,0,2014-05-03,1
4440,Taken,3,53.0,26,93,7,Postgraduate,0,Rp 384600000,546,1,0,2013-10-09,1
1379,Taken,2,25.0,15,12,4,Postgraduate,0,Rp 256020000,241,0,0,2013-04-27,0
10032,Single,2,41.0,14,86,6,Graduate,0,Rp 75426000,53,1,0,2014-01-18,0
2826,Taken,5,50.0,9,28,7,Graduate,0,Rp 135444000,37,3,0,2013-10-28,0
6320,Single,1,41.0,29,42,3,Postgraduate,0,Rp 425358000,1508,0,0,2013-06-02,0
3050,Taken,4,51.0,19,13,4,Graduate,0,Rp 325188000,235,2,0,2013-12-17,0
231,Taken,4,61.0,9,86,5,Postgraduate,0,Rp 173034000,32,2,0,2014-11-03,0
2392,Taken,4,45.0,11,59,7,Graduate,0,Rp 241926000,102,2,0,2013-07-29,0
9478,Single,2,32.0,19,30,3,Graduate,0,Rp 399018000,401,1,0,2012-08-14,0
113,Taken,4,66.0,7,33,5,Graduate,0,Rp 184998000,28,2,0,2013-07-16,0
1802,Taken,3,46.0,24,23,2,Graduate,0,Rp 388770000,680,1,0,2013-01-17,0
520,Taken,3,43.0,5,81,7,Graduate,0,Rp 206526000,30,1,0,2013-01-07,0
8275,Single,3,52.0,5,6,7,Postgraduate,0,Rp 282150000,20,2,0,2014-09-02,0
9750,Single,2,56.0,33,41,7,Postgraduate,0,Rp 385950000,1307,1,0,2013-07-02,0
2607,Single,2,64.0,32,78,8,Graduate,0,Rp 242784000,630,1,0,2013-11-01,0
7214,Taken,2,60.0,22,49,3,Graduate,0,Rp 373122000,1283,0,0,2013-05-07,0
5835,Single,2,41.0,11,39,8,Postgraduate,0,Rp 89094000,65,1,0,2013-02-07,0
3896,Taken,3,33.0,6,3,7,Graduate,0,Rp 163530000,37,1,0,2013-07-11,0
10350,Taken,5,67.0,6,37,4,Postgraduate,0,Rp 326592000,38,3,0,2013-09-05,0
7786,Single,2,31.0,15,22,8,Postgraduate,0,Rp 179994000,160,1,0,2013-02-13,0
2861,Single,2,34.0,5,79,8,Graduate,0,Rp 144432000,23,1,0,2013-04-16,0
663,Single,1,28.0,7,46,4,Postgraduate,0,Rp 203976000,71,0,0,2013-11-09,0
10675,Taken,3,61.0,28,82,5,Postgraduate,1,Rp 398004000,1161,1,0,2013-03-04,0
2521,Taken,3,46.0,6,10,7,Postgraduate,1,Rp 211068000,59,1,0,2013-10-01,2
9592,Taken,3,34.0,9,51,8,Graduate,0,Rp 132060000,33,1,0,2013-06-30,0
10151,Single,3,57.0,26,38,3,Graduate,0,Rp 373224000,946,2,0,2012-12-09,0
7381,Single,1,49.0,33,10,4,Graduate,1,Rp 454158000,1442,0,0,2012-06-12,2
4099,Taken,3,45.0,6,14,8,Graduate,0,Rp 184050000,62,1,0,2012-12-11,0
9560,Taken,2,52.0,29,18,3,Graduate,1,Rp 498018000,1674,0,0,2013-03-03,1
1150,Taken,2,118.0,19,36,1,Postgraduate,0,Rp 501192000,1853,0,0,2013-09-26,1
10172,Single,1,29.0,25,95,3,Graduate,0,Rp 411930000,1538,0,0,2012-10-08,0
11191,Single,1,31.0,10,11,6,Graduate,0,Rp 248466000,139,0,0,2013-07-12,0
9707,Taken,3,48.0,24,65,8,Postgraduate,0,Rp 331272000,1182,1,0,2012-11-23,2
6245,Taken,3,67.0,21,71,3,Postgraduate,0,Rp 355752000,507,1,0,2013-06-13,0
8234,Taken,3,44.0,5,13,8,Undergraduate,1,Rp 163140000,18,1,0,2013-08-15,2
1411,Single,1,65.0,18,58,1,Graduate,0,Rp 495738000,940,0,0,2013-10-11,0
8553,Taken,4,52.0,7,65,6,Graduate,0,Rp 265800000,42,2,0,2013-06-23,0
1826,Single,1,47.0,19,0,1,Graduate,1,Rp 509010000,1190,0,0,2014-06-16,0
8842,Single,3,46.0,10,33,7,Graduate,0,Rp 182232000,44,2,0,2012-12-25,0
11030,Taken,3,41.0,5,90,6,Postgraduate,0,Rp 199086000,16,1,0,2014-03-01,2
2579,Taken,3,60.0,32,95,4,Graduate,0,Rp 426678000,835,1,0,2013-12-17,0
175,Taken,3,31.0,30,93,4,Graduate,0,Rp 431712000,1443,1,0,2013-10-01,3
9185,Single,1,51.0,22,38,3,Postgraduate,1,Rp 418554000,1029,0,0,2013-10-28,0
11056,Taken,2,43.0,21,18,1,Graduate,0,Rp 432594000,1188,0,0,2012-10-27,0
9365,Single,2,41.0,35,57,6,Postgraduate,0,Rp 360000000,1277,1,0,2012-12-22,0
6201,Single,3,39.0,9,45,7,Graduate,0,Rp 231858000,49,2,1,2013-11-29,0
2061,Taken,3,62.0,9,61,6,Graduate,0,Rp 304422000,99,1,0,2013-11-05,1
6184,Taken,2,48.0,18,6,1,Postgraduate,0,Rp 410772000,1670,0,0,2012-12-12,0
6142,Taken,2,74.0,19,65,2,Postgraduate,0,Rp 390438000,900,0,1,2013-08-20,0
4107,Taken,4,69.0,20,52,5,Postgraduate,0,Rp 280086000,425,2,0,2013-08-10,0
7274,Taken,2,60.0,26,87,2,Graduate,0,Rp 471708000,2153,0,0,2012-09-28,1
9336,Single,2,48.0,27,38,4,Postgraduate,0,Rp 373122000,636,1,0,2014-03-22,0
2958,Taken,4,39.0,12,53,4,Graduate,0,Rp 170652000,57,2,0,2014-02-24,0
933,Taken,3,39.0,5,31,9,Postgraduate,0,Rp 226302000,25,1,0,2012-11-23,0
5837,Taken,4,50.0,28,67,7,Graduate,0,Rp 308874000,494,2,0,2012-12-28,0
10704,Single,2,48.0,25,65,4,Graduate,0,Rp 328818000,693,1,0,2012-08-21,0
5125,Taken,2,57.0,30,64,2,Graduate,0,Rp 477180000,1348,0,0,2013-05-17,0
4432,Single,2,41.0,9,82,7,Graduate,0,Rp 189690000,51,1,0,2013-03-16,0
5955,Taken,2,55.0,20,27,3,Graduate,0,Rp 432150000,1932,0,0,2012-11-17,0
2928,Single,2,42.0,18,63,8,Postgraduate,0,Rp 315684000,990,1,0,2012-01-12,0
5680,Taken,3,33.0,6,66,6,Undergraduate,0,Rp 214104000,30,1,0,2014-04-22,0
10313,Taken,4,42.0,21,69,8,Graduate,0,Rp 289068000,254,2,0,2012-10-28,0
2557,Single,2,47.0,6,52,4,Postgraduate,0,Rp 177288000,29,1,0,2013-08-29,2
1245,Single,2,51.0,27,45,8,Graduate,0,Rp 382860000,1371,1,0,2012-11-11,1
1519,Single,3,45.0,12,2,8,Postgraduate,1,Rp 231468000,73,2,0,2013-06-22,0
10703,Single,3,42.0,14,86,8,Postgraduate,0,Rp 276588000,120,2,0,2012-08-18,0
1726,Single,1,47.0,6,23,9,Graduate,1,Rp 135510000,81,0,0,2013-03-18,2
4459,Single,2,28.0,6,13,8,Graduate,0,Rp 181674000,37,1,0,2012-12-30,0
1729,Taken,3,56.0,23,14,6,Postgraduate,0,Rp 398556000,1377,1,0,2013-02-10,0
1517,Single,2,48.0,6,92,7,Graduate,0,Rp 184932000,51,1,0,2013-06-14,0
2098,Taken,4,48.0,5,38,8,Postgraduate,0,Rp 201486000,17,2,0,2013-08-01,0
9543,Taken,3,32.0,4,74,7,Graduate,0,Rp 119916000,22,1,0,2013-11-14,0
6878,Single,1,63.0,18,14,7,Graduate,0,Rp 164526000,324,0,0,2012-12-12,0
3310,Taken,5,44.0,20,94,8,Undergraduate,0,Rp 214128000,211,3,0,2012-08-22,0
2724,Single,2,36.0,4,33,3,Postgraduate,0,Rp 216858000,19,1,0,2014-03-30,0
948,Single,2,46.0,9,32,5,Graduate,0,Rp 61470000,41,1,0,2013-05-15,0
6720,Taken,3,49.0,24,11,7,Postgraduate,1,Rp 262770000,492,1,0,2013-10-16,1
6202,Taken,3,57.0,30,78,2,Graduate,0,Rp 380286000,1005,1,0,2012-05-10,0
2066,Taken,3,68.0,9,56,6,Graduate,0,Rp 232938000,114,1,0,2012-08-30,0
9799,Single,3,49.0,21,57,5,Postgraduate,0,Rp 501984000,1173,2,0,2013-08-05,0
8318,Taken,2,38.0,24,7,1,Graduate,0,Rp 541800000,1738,0,0,2014-03-01,1
5642,Taken,3,38.0,15,0,4,Postgraduate,0,Rp 374994000,222,1,0,2013-09-12,0
2669,Single,1,24.0,21,66,2,Graduate,0,Rp 445758000,1127,0,0,2014-04-05,0
455,Taken,2,71.0,14,86,6,Postgraduate,0,Rp 306072000,209,0,0,2013-04-18,0
7683,Taken,3,49.0,28,80,3,Postgraduate,0,Rp 424662000,787,1,0,2014-02-25,0
3428,Taken,2,26.0,28,56,2,Postgraduate,0,Rp 412092000,1598,0,0,2013-06-10,0
7414,Taken,4,46.0,15,18,8,Graduate,0,Rp 262944000,186,2,0,2012-09-15,0
6354,Taken,3,33.0,7,51,8,Graduate,1,Rp 92070000,47,1,0,2012-08-31,0
798,Single,2,30.0,6,71,7,Graduate,0,Rp 140652000,27,1,0,2012-12-24,0
8213,Taken,3,37.0,13,71,7,Undergraduate,1,Rp 87090000,96,1,0,2012-09-11,0
2488,Single,3,61.0,12,80,6,Undergraduate,0,,64,2,0,2013-03-23,0
9999,Taken,2,52.0,32,2,5,Graduate,0,Rp 451656000,1040,0,0,2012-09-27,0
7617,Single,3,43.0,15,83,5,Graduate,0,Rp 254238000,163,2,0,2013-08-15,0
615,Taken,2,57.0,16,29,7,Graduate,0,Rp 183042000,343,0,0,2013-11-03,0
2552,Single,4,62.0,30,11,7,Postgraduate,1,Rp 333126000,446,3,0,2013-10-22,1
194,Taken,4,52.0,6,55,6,Graduate,0,Rp 288036000,41,2,0,2014-09-06,0
3645,Single,2,45.0,11,19,8,Postgraduate,1,Rp 163278000,70,1,0,2012-08-30,0
8890,Single,3,46.0,19,1,6,Postgraduate,0,Rp 394848000,272,2,0,2014-05-30,0
5049,Taken,3,43.0,9,19,9,Postgraduate,0,Rp 182106000,46,1,0,2013-06-06,0
9973,Taken,4,54.0,26,28,7,Graduate,0,Rp 302622000,490,2,0,2012-10-17,0
7301,Single,2,35.0,11,76,8,Undergraduate,1,Rp 141696000,79,1,0,2012-11-17,0
10882,Taken,3,41.0,21,50,4,Graduate,0,Rp 323148000,915,1,0,2012-09-11,0
7030,Taken,3,62.0,46,1,6,Postgraduate,0,Rp 398790000,1485,1,0,2013-03-30,0
7422,Single,2,30.0,21,90,7,Graduate,0,Rp 281538000,369,1,0,2012-08-22,0
3523,Taken,3,55.0,24,83,3,Graduate,0,Rp 450432000,1073,1,0,2013-01-23,0
7106,Taken,2,74.0,22,73,1,Postgraduate,0,Rp 455190000,1242,0,0,2014-03-31,0
6504,Taken,3,42.0,11,24,5,Undergraduate,0,Rp 118734000,78,1,0,2013-11-20,2
5067,Taken,2,23.0,23,11,5,Graduate,0,Rp 480804000,1378,0,0,2014-02-14,3
4216,Single,1,36.0,33,33,3,Graduate,1,Rp 546390000,1474,0,0,2013-02-22,1
8581,Taken,4,46.0,39,4,8,Postgraduate,0,Rp 297030000,751,2,0,2013-05-03,0
5929,Taken,3,44.0,9,14,7,Postgraduate,0,Rp 224406000,48,1,0,2014-06-05,0
3129,Taken,3,34.0,8,30,6,Graduate,0,Rp 180576000,45,1,0,2014-05-22,0
6528,Taken,3,35.0,5,75,8,Postgraduate,0,Rp 110952000,10,1,0,2014-05-06,0
1361,Taken,2,43.0,19,26,1,Postgraduate,1,Rp 495504000,1435,0,0,2013-04-06,2
6932,Taken,2,76.0,29,77,2,Postgraduate,0,Rp 558162000,2119,0,0,2013-04-13,1
7284,Taken,5,64.0,5,8,8,Graduate,0,Rp 292116000,20,3,0,2013-04-12,0
1340,Taken,2,31.0,33,42,1,Graduate,0,Rp 557460000,1795,0,0,2014-04-24,2
8746,Taken,3,28.0,21,28,6,Graduate,0,Rp 452598000,1188,1,0,2014-05-04,1
5987,Taken,3,28.0,8,52,5,Undergraduate,0,Rp 62424000,43,1,0,2014-04-05,0
3767,Taken,3,49.0,29,1,3,Graduate,0,Rp 367884000,1008,1,0,2013-04-25,0
3725,Single,1,56.0,18,1,4,Postgraduate,1,Rp 509190000,1688,0,0,2013-09-05,3
4324,Taken,3,28.0,29,42,8,Graduate,0,Rp 254322000,684,1,0,2012-10-29,0
238,Taken,4,50.0,48,76,7,Undergraduate,0,Rp 403854000,1082,2,0,2013-01-23,0
6694,Taken,3,53.0,33,27,4,Graduate,0,Rp 451416000,1068,1,0,2013-11-25,0
498,Single,2,47.0,8,28,5,Graduate,0,Rp 180090000,57,1,0,2014-02-02,0
9347,Taken,3,61.0,6,49,5,Postgraduate,0,Rp 305658000,46,1,0,2013-06-21,0
9699,Single,2,51.0,29,12,5,Graduate,0,Rp 403632000,733,1,0,2013-12-21,0
10664,Single,2,68.0,26,14,8,Postgraduate,0,Rp 309174000,467,1,0,2013-07-09,0
5455,Taken,3,46.0,12,89,7,Postgraduate,0,Rp 192066000,122,1,0,2013-08-22,0
456,Taken,3,31.0,9,96,8,Undergraduate,0,Rp 45000000,36,1,0,2013-07-02,0
5012,Taken,3,28.0,6,56,8,Graduate,0,Rp 172146000,34,1,0,2013-04-07,0
7495,Taken,3,69.0,12,72,4,Postgraduate,0,Rp 337338000,156,1,0,2013-12-20,0
5029,Taken,2,71.0,4,14,5,Graduate,0,Rp 108600000,14,0,0,2013-06-08,0
10642,Single,2,28.0,6,13,8,Graduate,0,Rp 181674000,37,1,0,2012-12-30,0
2106,Taken,2,43.0,6,99,8,Undergraduate,0,Rp 120780000,34,0,0,2014-03-17,0
10364,Single,1,58.0,5,72,8,Graduate,0,Rp 139770000,20,0,0,2013-07-13,0
5954,Single,2,45.0,16,92,8,Postgraduate,0,Rp 255708000,192,1,0,2013-09-10,0
1137,Single,1,53.0,21,87,1,Graduate,0,Rp 487476000,1379,0,0,2013-12-29,2
2541,Taken,3,41.0,9,7,8,Graduate,0,Rp 144162000,48,1,0,2013-09-06,0
1142,Taken,3,64.0,19,91,3,Postgraduate,0,Rp 334242000,428,1,0,2013-12-22,0
2276,Single,2,62.0,31,71,3,Graduate,0,Rp 347754000,868,1,0,2013-02-05,0
2807,Taken,3,48.0,35,24,7,Graduate,0,Rp 340776000,1001,1,0,2013-02-16,0
6471,Single,2,46.0,9,17,5,Postgraduate,0,Rp 217380000,59,1,0,2013-10-17,0
6131,Taken,4,37.0,20,87,3,Undergraduate,0,Rp 424974000,431,2,0,2013-01-12,0
6233,Taken,3,41.0,36,21,7,Graduate,0,Rp 395946000,971,1,0,2012-07-09,0
4148,Taken,5,45.0,24,90,8,Graduate,0,Rp 233928000,348,3,0,2012-08-20,0
4947,Single,1,51.0,31,44,4,Undergraduate,1,Rp 537432000,2059,0,0,2012-09-15,1
3225,Taken,3,33.0,18,71,6,Postgraduate,1,Rp 253242000,265,1,0,2013-01-04,2
7540,Taken,3,65.0,15,52,2,Graduate,0,Rp 301800000,270,1,0,2014-05-25,0
10648,Taken,2,35.0,24,78,3,Undergraduate,0,Rp 399984000,1289,0,0,2012-09-25,0
1992,Taken,3,53.0,18,2,7,Graduate,1,Rp 363582000,893,1,0,2014-01-01,0
7851,Single,1,68.0,25,60,1,Graduate,0,Rp 420990000,926,0,0,2013-09-22,0
8594,Single,2,59.0,12,25,6,Postgraduate,0,Rp 303120000,135,1,0,2014-01-28,0
7059,Taken,2,54.0,22,47,1,Graduate,0,Rp 480744000,1495,0,0,2014-06-26,2
2815,Taken,3,42.0,13,46,7,Graduate,0,Rp 199098000,120,1,0,2014-02-24,0
2416,Single,1,48.0,22,83,1,Postgraduate,0,Rp 399492000,1288,0,0,2014-03-03,0
7999,Taken,2,62.0,22,17,2,Postgraduate,1,Rp 451566000,1743,0,0,2013-04-23,2
9213,Single,2,47.0,5,13,8,Graduate,0,Rp 191280000,15,1,0,2012-10-31,0
9697,Taken,4,66.0,27,86,6,Graduate,0,Rp 322740000,542,2,0,2014-06-03,0
3916,Taken,3,46.0,32,92,7,Postgraduate,0,Rp 295614000,890,1,0,2012-08-15,0
2021,Taken,3,42.0,39,47,4,Graduate,0,Rp 368736000,1388,1,0,2013-03-27,0
1581,Taken,3,37.0,5,18,8,Graduate,1,Rp 224436000,17,1,0,2013-10-10,0
564,Taken,3,36.0,38,81,6,Postgraduate,1,Rp 341622000,906,1,0,2012-04-08,1
6619,Taken,4,39.0,7,91,7,Graduate,0,Rp 230490000,44,2,0,2013-02-01,0
9081,Single,2,29.0,6,58,5,Graduate,0,Rp 123108000,25,1,0,2014-05-18,0
178,Taken,3,61.0,34,40,5,Graduate,0,Rp 375018000,973,1,0,2013-02-18,0
916,Single,3,45.0,7,67,3,Postgraduate,0,Rp 249864000,31,2,0,2014-09-05,0
5512,Taken,3,40.0,24,19,5,Postgraduate,0,Rp 335052000,518,1,0,2014-05-23,0
8970,Taken,3,45.0,25,93,5,Postgraduate,0,Rp 372060000,530,1,0,2012-10-23,0
10581,Taken,3,40.0,28,41,8,Graduate,0,Rp 246744000,506,1,0,2012-10-31,0
5300,Taken,3,44.0,8,60,7,Postgraduate,0,Rp 233766000,70,1,0,2013-12-30,0
5154,Single,2,45.0,8,54,6,Postgraduate,0,Rp 226560000,54,1,0,2013-11-08,0
8346,Single,2,43.0,18,26,9,Graduate,1,Rp 193398000,296,1,0,2012-08-19,2
1676,Taken,3,42.0,19,30,5,Graduate,0,Rp 258342000,266,1,0,2013-10-30,0
9286,Taken,2,57.0,24,93,3,Postgraduate,0,Rp 498906000,747,0,0,2012-10-10,0
2426,Single,1,53.0,34,35,3,Postgraduate,1,Rp 472950000,895,0,0,2012-09-14,0
5172,Taken,3,41.0,20,4,7,Postgraduate,0,Rp 390624000,1053,1,0,2013-11-14,0
5562,Taken,3,43.0,28,92,6,Graduate,0,Rp 360558000,735,1,0,2013-06-26,0
3436,Taken,3,48.0,6,24,7,Graduate,0,Rp 84270000,20,1,0,2014-01-26,0
3921,Single,1,65.0,14,96,8,Undergraduate,0,Rp 170742000,205,0,0,2012-10-28,0
3403,Taken,3,59.0,23,11,6,Postgraduate,0,Rp 473712000,2092,1,0,2012-09-24,0
22,Single,2,41.0,20,99,8,Graduate,0,Rp 277860000,309,1,0,2012-03-12,0
10965,Taken,2,62.0,25,72,6,Graduate,0,Rp 456030000,1722,0,0,2013-02-22,0
9426,Single,2,53.0,17,77,8,Postgraduate,0,Rp 349848000,900,1,0,2013-12-01,0
6605,Single,1,73.0,29,85,7,Postgraduate,0,Rp 333684000,682,0,0,2013-11-27,1
3136,Single,2,55.0,27,88,5,Postgraduate,0,Rp 356592000,663,1,0,2013-04-13,0
8737,Single,2,39.0,8,22,3,Graduate,0,Rp 333378000,43,1,0,2014-05-04,0
11088,Taken,3,46.0,22,83,6,Postgraduate,0,Rp 471852000,1816,1,0,2013-04-21,0
716,Taken,3,68.0,33,63,3,Postgraduate,0,Rp 407466000,976,1,0,2014-05-22,0
466,Taken,2,73.0,25,9,2,Graduate,0,Rp 391650000,746,0,0,2013-03-04,0
9135,Taken,4,67.0,7,92,8,Graduate,0,Rp 163218000,64,2,0,2012-06-08,0
10623,Taken,3,56.0,6,2,5,Postgraduate,0,Rp 289980000,32,1,0,2013-11-15,0
8151,Taken,2,27.0,13,6,8,Undergraduate,0,Rp 145674000,263,0,0,2012-12-29,0
5140,Taken,3,32.0,25,66,8,Postgraduate,0,Rp 386130000,1445,1,0,2012-08-24,0
10160,Taken,3,61.0,6,49,5,Postgraduate,0,Rp 305658000,46,1,0,2013-06-21,0
4945,Single,1,64.0,38,29,6,Graduate,0,Rp 321918000,1210,0,0,2012-07-11,0
10584,Taken,3,41.0,29,77,3,Graduate,0,Rp 393990000,945,1,0,2013-02-12,0
6071,Single,1,28.0,25,77,1,Graduate,0,Rp 487302000,1157,0,0,2013-07-19,0
3386,Taken,2,25.0,10,71,7,Graduate,0,Rp 209610000,137,0,0,2013-06-21,0
8939,Single,2,58.0,30,49,5,Graduate,0,Rp 367500000,730,1,0,2012-12-16,0
9925,Taken,3,36.0,16,97,7,Postgraduate,0,Rp 237990000,216,1,0,2013-05-25,2
4320,Single,2,38.0,29,6,3,Graduate,0,Rp 360912000,943,1,0,2013-03-28,0
5389,Taken,4,53.0,22,93,7,Graduate,0,Rp 293520000,347,2,0,2013-10-20,1
6036,Taken,2,58.0,24,78,1,Postgraduate,0,Rp 534720000,1924,0,0,2014-03-17,1
182,Taken,3,71.0,23,62,8,Postgraduate,0,Rp 264744000,397,1,0,2013-11-05,0
203,Single,1,42.0,27,47,2,Postgraduate,0,Rp 487014000,2089,0,0,2013-04-14,0
11025,Taken,4,56.0,14,9,8,Graduate,0,Rp 218658000,138,2,0,2013-03-02,0
10203,Single,2,27.0,6,77,7,Graduate,0,Rp 156570000,42,1,0,2013-06-30,0
4607,Taken,2,58.0,21,24,2,Graduate,0,Rp 428202000,777,0,0,2013-08-23,0
3711,Taken,2,73.0,26,19,3,Postgraduate,0,Rp 481104000,1902,0,0,2014-01-03,1
3696,Single,3,52.0,9,67,7,Graduate,0,Rp 183780000,52,2,0,2014-01-27,0
2532,Single,1,30.0,15,95,5,Postgraduate,0,Rp 440724000,1651,0,0,2014-01-03,2
9214,Taken,2,26.0,18,48,5,Graduate,0,Rp 256146000,358,0,0,2013-08-16,0
4943,Taken,2,64.0,18,73,6,Graduate,0,Rp 423018000,1727,0,0,2012-09-30,2
35,Taken,3,30.0,12,35,6,Graduate,1,Rp 153270000,210,1,0,2012-08-09,0
2258,Taken,3,31.0,6,76,8,Graduate,0,Rp 197280000,42,1,0,2012-04-12,0
4322,Taken,2,59.0,24,20,2,Postgraduate,0,Rp 467178000,1291,0,0,2013-11-27,0
713,Taken,2,40.0,19,72,3,Postgraduate,0,Rp 302118000,442,0,0,2014-08-06,0
4702,Single,1,53.0,21,20,8,Graduate,0,Rp 371034000,1895,0,0,2012-12-08,0
3281,Taken,4,57.0,23,69,6,Postgraduate,0,Rp 294924000,411,2,0,2013-03-11,0
702,Single,2,42.0,23,80,5,Undergraduate,0,Rp 286092000,521,1,0,2013-02-15,0
2004,Single,2,48.0,21,65,1,Graduate,0,Rp 436074000,1168,1,0,2013-09-18,0
4769,Taken,4,40.0,31,52,7,Postgraduate,0,Rp 347724000,493,2,0,2014-06-18,1
4437,Taken,4,55.0,15,65,4,Graduate,0,Rp 391896000,260,2,0,2013-04-24,0
8724,Single,2,35.0,9,57,6,Graduate,0,Rp 171402000,46,1,0,2013-06-17,0
10741,Taken,3,66.0,22,70,7,Postgraduate,0,Rp 284112000,319,1,0,2013-11-04,0
1991,Taken,3,50.0,9,0,5,Graduate,0,Rp 269586000,96,1,0,2014-01-18,0
6931,Single,1,50.0,24,19,4,Graduate,1,Rp 461892000,1062,0,0,2014-02-15,1
11096,Taken,3,65.0,14,50,2,Undergraduate,0,Rp 343482000,232,1,0,2013-08-08,0
304,Single,2,36.0,12,67,7,Postgraduate,0,Rp 137664000,76,1,0,2013-12-23,0
3665,Taken,3,40.0,12,46,8,Undergraduate,0,Rp 151890000,54,1,0,2013-07-11,0
10591,Single,2,48.0,15,37,7,Graduate,0,Rp 261828000,201,1,0,2012-06-08,0
5036,Single,2,33.0,18,38,6,Postgraduate,0,Rp 256260000,406,1,0,2012-11-28,0
5547,Taken,2,35.0,27,9,3,Postgraduate,1,Rp 505014000,1919,0,0,2013-07-08,2
7822,Taken,3,41.0,24,56,3,Graduate,0,Rp 324348000,662,1,0,2013-04-06,0
8541,Taken,3,27.0,10,98,5,Undergraduate,0,Rp 148098000,41,1,0,2014-08-03,0
10955,Single,1,53.0,17,68,1,Graduate,1,Rp 513720000,1600,0,0,2014-07-01,0
4368,Taken,3,37.0,11,72,6,Graduate,0,Rp 287100000,134,1,0,2013-03-12,0
9671,Taken,4,49.0,13,47,8,Graduate,1,Rp 117084000,69,2,0,2014-01-26,2
2256,Taken,4,44.0,7,33,6,Postgraduate,0,Rp 162954000,21,2,0,2014-03-29,0
4279,Single,3,54.0,8,87,3,Undergraduate,0,Rp 237288000,54,2,0,2014-03-31,0
5371,Single,2,28.0,11,0,7,Graduate,1,Rp 128844000,91,1,0,2014-08-04,2
9240,Single,2,46.0,24,73,6,Postgraduate,0,Rp 363024000,526,1,0,2014-07-02,0
9460,Taken,2,54.0,11,74,8,Graduate,0,Rp 134514000,162,0,0,2013-04-18,0
9504,Taken,2,68.0,28,4,1,Postgraduate,1,Rp 490188000,1008,0,0,2013-06-11,0
8692,Taken,4,65.0,20,50,8,Graduate,0,Rp 260772000,240,2,0,2012-12-09,0
448,Single,2,39.0,27,57,5,Postgraduate,0,Rp 329280000,795,1,0,2013-01-03,0
8314,Taken,2,35.0,24,30,2,Graduate,0,Rp 479448000,1772,0,0,2013-05-04,1
8420,Taken,2,47.0,10,27,5,Undergraduate,0,Rp 91890000,64,0,0,2013-03-08,0
3174,Taken,3,58.0,25,61,6,Graduate,1,Rp 526626000,1957,1,0,2013-05-22,3
7685,Taken,3,39.0,9,4,5,Graduate,0,Rp 198234000,78,1,0,2013-09-09,0
3179,Single,1,37.0,25,75,2,Graduate,0,Rp 490446000,1572,0,0,2013-06-16,0
9780,Taken,3,46.0,34,12,4,Postgraduate,0,Rp 428994000,795,1,0,2013-06-25,0
10681,Taken,3,47.0,32,13,4,Undergraduate,0,Rp 374796000,889,1,0,2014-01-15,0
10232,Single,2,54.0,18,9,3,Postgraduate,0,Rp 292794000,331,1,0,2013-05-11,0
4184,Taken,3,67.0,15,48,4,Postgraduate,0,Rp 312942000,265,1,0,2014-07-06,0
9120,Single,2,55.0,23,80,8,Graduate,0,Rp 399390000,1065,1,0,2012-05-12,0
891,Taken,4,66.0,5,60,5,Postgraduate,0,Rp 175788000,11,2,0,2013-07-09,0
10381,Single,2,38.0,5,43,6,Graduate,0,Rp 286146000,21,1,0,2013-05-07,0
